  2   2       21.00000000        0.00000000
  3   2       17.81231100        0.00000000
  4   2       15.13067120        0.00000000
  5   2       12.87475230        0.00000000
  6   2       10.97696950        0.00000000
  7   2        9.38046730        0.00000000
  8   2        8.03741615        0.00000000
  9   2        6.90757970        0.00000000
 10   2        5.95710927        0.00000000
 11   2        5.15752980        0.00000000
 12   2        4.48488674        0.00000000
 13   2        3.91902844        0.00000000
 14   2        3.44300239        0.00000000
 15   2        3.04254737        0.00000000
 16   2        2.70566617        0.00000000
 17   2        2.42226620        0.00000000
 18   2        2.18385711        0.00000000
 19   2        1.98329640        0.00000000
 20   2        1.81457550        0.00000000
 21   2        1.67263971        0.00000000
 22   2        1.55323680        0.00000000
 23   2        1.45278957        0.00000000
 24   2        1.36828874        0.00000000
 25   2        1.29720275        0.00000000
 26   2        1.23740194        0.00000000
 27   2        1.18709475        0.00000000
 28   2        1.14477402        0.00000000
 29   2        1.10917188        0.00000000
 30   2        1.07922172        0.00000000
 31   2        1.05402627        0.00000000
 32   2        1.03283069        0.00000000
 33   2        1.01500000        0.00000000
 34   2        1.00000000        0.00000000
 35   2        0.98500000       -0.00210056
 36   2        0.97000000       -0.00416351
 37   2        0.95486233       -0.00620827
 38   2        0.93945731       -0.00825164
 39   2        0.92379482       -0.01029211
 40   2        0.90788476       -0.01232716
 41   2        0.89173702       -0.01435535
 42   2        0.87536150       -0.01637310
 43   2        0.85876810       -0.01838009
 44   2        0.84196671       -0.02037411
 45   2        0.82496722       -0.02235301
 46   2        0.80777953       -0.02431343
 47   2        0.79041354       -0.02625439
 48   2        0.77287913       -0.02817382
 49   2        0.75518622       -0.03006940
 50   2        0.73734468       -0.03193875
 51   2        0.71936441       -0.03377937
 52   2        0.70125532       -0.03558862
 53   2        0.68302729       -0.03736374
 54   2        0.66469022       -0.03910178
 55   2        0.64625400       -0.04079963
 56   2        0.62772854       -0.04245399
 57   2        0.60912372       -0.04406137
 58   2        0.59044944       -0.04561805
 59   2        0.57171559       -0.04712009
 60   2        0.55293207       -0.04856331
 61   2        0.53410879       -0.04994330
 62   2        0.51525561       -0.05125538
 63   2        0.49638246       -0.05249462
 64   2        0.47749921       -0.05365579
 65   2        0.45861577       -0.05473340
 66   2        0.43974203       -0.05572163
 67   2        0.42088789       -0.05661438
 68   2        0.40206323       -0.05740518
 69   2        0.38327796       -0.05808722
 70   2        0.36454197       -0.05865272
 71   2        0.34586516       -0.05909492
 72   2        0.32725741       -0.05940584
 73   2        0.30872863       -0.05957699
 74   2        0.29028871       -0.05959823
 75   2        0.27194755       -0.05945987
 76   2        0.25371504       -0.05915132
 77   2        0.23560107       -0.05866079
 78   2        0.21761554       -0.05797523
 79   2        0.19976835       -0.05707994
 80   2        0.18199444       -0.05595290
 81   2        0.16422052       -0.05456422
 82   2        0.14644661       -0.05288151
 83   2        0.12952444       -0.05094866
 84   2        0.11349477       -0.04878921
 85   2        0.09839623       -0.04641160
 86   2        0.08426519       -0.04382570
 87   2        0.07113569       -0.04101992
 88   2        0.05903937       -0.03802631
 89   2        0.04800535       -0.03485754
 90   2        0.03806023       -0.03152720
 91   2        0.02922797       -0.02801635
 92   2        0.02152983       -0.02436547
 93   2        0.01498437       -0.02058860
 94   2        0.00960736       -0.01670188
 95   2        0.00541174       -0.01265222
 96   2        0.00240764       -0.00849596
 97   2        0.00060227       -0.00424289
 98   2        0.00000000        0.00000000
 99   2        0.00060227        0.00424289
100   2        0.00240764        0.00849596
101   2        0.00541174        0.01265222
102   2        0.00960736        0.01670188
103   2        0.01498437        0.02058860
104   2        0.02152983        0.02436547
105   2        0.02922797        0.02801635
106   2        0.03806023        0.03152720
107   2        0.04800535        0.03485754
108   2        0.05903937        0.03802631
109   2        0.07113569        0.04101992
110   2        0.08426519        0.04382570
111   2        0.09839623        0.04641160
112   2        0.11349477        0.04878921
113   2        0.12952444        0.05094866
114   2        0.14644661        0.05288151
115   2        0.16422052        0.05456422
116   2        0.18199444        0.05595290
117   2        0.19976835        0.05707994
118   2        0.21761554        0.05797523
119   2        0.23560107        0.05866079
120   2        0.25371504        0.05915132
121   2        0.27194755        0.05945987
122   2        0.29028871        0.05959823
123   2        0.30872863        0.05957699
124   2        0.32725741        0.05940584
125   2        0.34586516        0.05909492
126   2        0.36454197        0.05865272
127   2        0.38327796        0.05808722
128   2        0.40206323        0.05740518
129   2        0.42088789        0.05661438
130   2        0.43974203        0.05572163
131   2        0.45861577        0.05473340
132   2        0.47749921        0.05365579
133   2        0.49638246        0.05249462
134   2        0.51525561        0.05125538
135   2        0.53410879        0.04994330
136   2        0.55293207        0.04856331
137   2        0.57171559        0.04712009
138   2        0.59044944        0.04561805
139   2        0.60912372        0.04406137
140   2        0.62772854        0.04245399
141   2        0.64625400        0.04079963
142   2        0.66469022        0.03910178
143   2        0.68302729        0.03736374
144   2        0.70125532        0.03558862
145   2        0.71936441        0.03377937
146   2        0.73734468        0.03193875
147   2        0.75518622        0.03006940
148   2        0.77287913        0.02817382
149   2        0.79041354        0.02625439
150   2        0.80777953        0.02431343
151   2        0.82496722        0.02235301
152   2        0.84196671        0.02037411
153   2        0.85876810        0.01838009
154   2        0.87536150        0.01637310
155   2        0.89173702        0.01435535
156   2        0.90788476        0.01232716
157   2        0.92379482        0.01029211
158   2        0.93945731        0.00825164
159   2        0.95486233        0.00620827
160   2        0.97000000        0.00416351
161   2        0.98500000        0.00210056
162   2        1.00000000        0.00000000
163   2        1.01500000        0.00000000
164   2        1.03283069        0.00000000
165   2        1.05402627        0.00000000
166   2        1.07922172        0.00000000
167   2        1.10917188        0.00000000
168   2        1.14477402        0.00000000
169   2        1.18709475        0.00000000
170   2        1.23740194        0.00000000
171   2        1.29720275        0.00000000
172   2        1.36828874        0.00000000
173   2        1.45278957        0.00000000
174   2        1.55323680        0.00000000
175   2        1.67263971        0.00000000
176   2        1.81457550        0.00000000
177   2        1.98329640        0.00000000
178   2        2.18385711        0.00000000
179   2        2.42226620        0.00000000
180   2        2.70566617        0.00000000
181   2        3.04254737        0.00000000
182   2        3.44300239        0.00000000
183   2        3.91902844        0.00000000
184   2        4.48488674        0.00000000
185   2        5.15752980        0.00000000
186   2        5.95710927        0.00000000
187   2        6.90757970        0.00000000
188   2        8.03741615        0.00000000
189   2        9.38046730        0.00000000
190   2       10.97696950        0.00000000
191   2       12.87475230        0.00000000
192   2       15.13067120        0.00000000
193   2       17.81231100        0.00000000
194   2       21.00000000        0.00000000
  2   3       21.00000000       -0.20000000
  3   3       17.81230880       -0.17051389
  4   3       15.13067120       -0.14570880
  5   3       12.87475070       -0.12484164
  6   3       10.97696730       -0.10728711
  7   3        9.38046466       -0.09251934
  8   3        8.03741308       -0.08009615
  9   3        6.90757630       -0.06964531
 10   3        5.95710568       -0.06085348
 11   3        5.15752617       -0.05345736
 12   3        4.48488323       -0.04723572
 13   3        3.91902521       -0.04200232
 14   3        3.44299955       -0.03760012
