  VARIABLES="X","Y","Cp" 
zone I=193 , J= 33
       21.00000000        0.00000000        0.00047327
       17.81231100        0.00000000        0.00066331
       15.13067120        0.00000000        0.00113155
       12.87475230        0.00000000        0.00154467
       10.97696950        0.00000000        0.00186184
        9.38046730        0.00000000        0.00218537
        8.03741615        0.00000000        0.00251878
        6.90757970        0.00000000        0.00294410
        5.95710927        0.00000000        0.00348744
        5.15752980        0.00000000        0.00423180
        4.48488674        0.00000000        0.00523238
        3.91902844        0.00000000        0.00658963
        3.44300239        0.00000000        0.00839403
        3.04254737        0.00000000        0.01077218
        2.70566617        0.00000000        0.01384812
        2.42226620        0.00000000        0.01776927
        2.18385711        0.00000000        0.02267608
        1.98329640        0.00000000        0.02871399
        1.81457550        0.00000000        0.03600979
        1.67263971        0.00000000        0.04467886
        1.55323680        0.00000000        0.05481278
        1.45278957        0.00000000        0.06649163
        1.36828874        0.00000000        0.07978818
        1.29720275        0.00000000        0.09479024
        1.23740194        0.00000000        0.11160851
        1.18709475        0.00000000        0.13042743
        1.14477402        0.00000000        0.15165663
        1.10917188        0.00000000        0.17551230
        1.07922172        0.00000000        0.20253299
        1.05402627        0.00000000        0.24255365
        1.03283069        0.00000000        0.27424883
        1.01500000        0.00000000        0.36684314
        1.00000000        0.00000000        0.40998404
        0.98500000       -0.00210056        0.32184431
        0.97000000       -0.00416351        0.25991042
        0.95486233       -0.00620827        0.21313748
        0.93945731       -0.00825164        0.17784272
        0.92379482       -0.01029211        0.14690269
        0.90788476       -0.01232716        0.12055921
        0.89173702       -0.01435535        0.09613867
        0.87536150       -0.01637310        0.07429616
        0.85876810       -0.01838009        0.05347692
        0.84196671       -0.02037411        0.03404993
        0.82496722       -0.02235301        0.01534216
        0.80777953       -0.02431343       -0.00236876
        0.79041354       -0.02625439       -0.01965061
        0.77287913       -0.02817382       -0.03641455
        0.75518622       -0.03006940       -0.05293641
        0.73734468       -0.03193875       -0.06917478
        0.71936441       -0.03377937       -0.08530956
        0.70125532       -0.03558862       -0.10134214
        0.68302729       -0.03736374       -0.11739582
        0.66469022       -0.03910178       -0.13349047
        0.64625400       -0.04079963       -0.14971369
        0.62772854       -0.04245399       -0.16609604
        0.60912372       -0.04406137       -0.18269864
        0.59044944       -0.04561805       -0.19954254
        0.57171559       -0.04712009       -0.21668860
        0.55293207       -0.04856331       -0.23421813
        0.53410879       -0.04994330       -0.25214320
        0.51525561       -0.05125538       -0.27020635
        0.49638246       -0.05249462       -0.28821352
        0.47749921       -0.05365579       -0.30704463
        0.45861577       -0.05473340       -0.32847405
        0.43974203       -0.05572163       -0.35141219
        0.42088789       -0.05661438       -0.36868024
        0.40206323       -0.05740518       -0.37234285
        0.38327796       -0.05808722       -0.36819951
        0.36454197       -0.05865272       -0.39061261
        0.34586516       -0.05909492       -0.48160879
        0.32725741       -0.05940584       -0.59766650
        0.30872863       -0.05957699       -0.65051293
        0.29028871       -0.05959823       -0.64535501
        0.27194755       -0.05945987       -0.62826543
        0.25371504       -0.05915132       -0.61261448
        0.23560107       -0.05866079       -0.59803374
        0.21761554       -0.05797523       -0.58173277
        0.19976835       -0.05707994       -0.56194008
        0.18199444       -0.05595290       -0.53829319
        0.16422052       -0.05456422       -0.51084714
        0.14644661       -0.05288151       -0.47860656
        0.12952444       -0.05094866       -0.44072315
        0.11349477       -0.04878921       -0.39961579
        0.09839623       -0.04641160       -0.35550736
        0.08426519       -0.04382570       -0.30395780
        0.07113569       -0.04101992       -0.24319861
        0.05903937       -0.03802631       -0.17498798
        0.04800535       -0.03485754       -0.09871581
        0.03806023       -0.03152720       -0.00747772
        0.02922797       -0.02801635        0.10381665
        0.02152983       -0.02436547        0.23569275
        0.01498437       -0.02058860        0.39001055
        0.00960736       -0.01670188        0.57318621
        0.00541174       -0.01265222        0.77736726
        0.00240764       -0.00849596        0.96696620
        0.00060227       -0.00424289        1.08715331
        0.00000000        0.00000000        1.08567325
        0.00060227        0.00424289        0.95091108
        0.00240764        0.00849596        0.71544518
        0.00541174        0.01265222        0.44501522
        0.00960736        0.01670188        0.19515820
        0.01498437        0.02058860       -0.00813984
        0.02152983        0.02436547       -0.16712007
        0.02922797        0.02801635       -0.29749795
        0.03806023        0.03152720       -0.40470243
        0.04800535        0.03485754       -0.48903842
        0.05903937        0.03802631       -0.55602960
        0.07113569        0.04101992       -0.61552017
        0.08426519        0.04382570       -0.67032331
        0.09839623        0.04641160       -0.71780099
        0.11349477        0.04878921       -0.75747067
        0.12952444        0.05094866       -0.79370336
        0.14644661        0.05288151       -0.82784923
        0.16422052        0.05456422       -0.85774018
        0.18199444        0.05595290       -0.88365130
        0.19976835        0.05707994       -0.90711577
        0.21761554        0.05797523       -0.92855903
        0.23560107        0.05866079       -0.94819950
        0.25371504        0.05915132       -0.96604218
        0.27194755        0.05945987       -0.98231770
        0.29028871        0.05959823       -0.99703597
        0.30872863        0.05957699       -1.01055657
        0.32725741        0.05940584       -1.02267844
        0.34586516        0.05909492       -1.03380353
        0.36454197        0.05865272       -1.04372668
        0.38327796        0.05808722       -1.05305303
        0.40206323        0.05740518       -1.06123051
        0.42088789        0.05661438       -1.06894870
        0.43974203        0.05572163       -1.07545576
        0.45861577        0.05473340       -1.08179228
        0.47749921        0.05365579       -1.08691717
        0.49638246        0.05249462       -1.09223328
        0.51525561        0.05125538       -1.09587781
        0.53410879        0.04994330       -1.10040088
        0.55293207        0.04856331       -1.10427257
        0.57171559        0.04712009       -1.10349217
        0.59044944        0.04561805       -1.11174563
        0.60912372        0.04406137       -1.01913733
        0.62772854        0.04245399       -0.47072161
        0.64625400        0.04079963       -0.01199047
        0.66469022        0.03910178       -0.00476450
        0.68302729        0.03736374       -0.00945772
        0.70125532        0.03558862       -0.00879315
        0.71936441        0.03377937       -0.00471931
        0.73734468        0.03193875        0.00082005
        0.75518622        0.03006940        0.00803423
        0.77287913        0.02817382        0.01691912
        0.79041354        0.02625439        0.02712544
        0.80777953        0.02431343        0.03875694
        0.82496722        0.02235301        0.05156979
        0.84196671        0.02037411        0.06598260
        0.85876810        0.01838009        0.08160064
        0.87536150        0.01637310        0.09903133
        0.89173702        0.01435535        0.11778804
        0.90788476        0.01232716        0.13932628
        0.92379482        0.01029211        0.16287235
        0.93945731        0.00825164        0.19095444
        0.95486233        0.00620827        0.22325672
        0.97000000        0.00416351        0.26580076
        0.98500000        0.00210056        0.32251462
        1.00000000        0.00000000        0.39821058
        1.01500000        0.00000000        0.35356951
        1.03283069        0.00000000        0.26984101
        1.05402627        0.00000000        0.23956316
        1.07922172        0.00000000        0.20031474
        1.10917188        0.00000000        0.17403685
        1.14477402        0.00000000        0.15056662
        1.18709475        0.00000000        0.12968106
        1.23740194        0.00000000        0.11109408
        1.29720275        0.00000000        0.09441744
        1.36828874        0.00000000        0.07949347
        1.45278957        0.00000000        0.06623449
        1.55323680        0.00000000        0.05457288
        1.67263971        0.00000000        0.04444979
        1.81457550        0.00000000        0.03579241
        1.98329640        0.00000000        0.02851142
        2.18385711        0.00000000        0.02249101
        2.42226620        0.00000000        0.01760287
        2.70566617        0.00000000        0.01370005
        3.04254737        0.00000000        0.01064111
        3.44300239        0.00000000        0.00827815
        3.91902844        0.00000000        0.00648709
        4.48488674        0.00000000        0.00514142
        5.15752980        0.00000000        0.00415091
        5.95710927        0.00000000        0.00341511
        6.90757970        0.00000000        0.00287931
        8.03741615        0.00000000        0.00246006
        9.38046730        0.00000000        0.00213247
       10.97696950        0.00000000        0.00181282
       12.87475230        0.00000000        0.00150103
       15.13067120        0.00000000        0.00109051
       17.81231100        0.00000000        0.00062979
       21.00000000        0.00000000        0.00044698
       21.00000000       -0.20000000        0.00046931
       17.81230880       -0.17051389        0.00066106
       15.13067120       -0.14570880        0.00113411
       12.87475070       -0.12484164        0.00155092
       10.97696730       -0.10728711        0.00187049
        9.38046466       -0.09251934        0.00219765
        8.03741308       -0.08009615        0.00253460
        6.90757630       -0.06964531        0.00296447
        5.95710568       -0.06085348        0.00351291
        5.15752617       -0.05345736        0.00426331
        4.48488323       -0.04723572        0.00527067
        3.91902521       -0.04200232        0.00663554
        3.44299955       -0.03760012        0.00844815
        3.04254491       -0.03389684        0.01083487
        2.70566393       -0.03078123        0.01391926
        2.42226395       -0.02815987        0.01784827
        2.18385471       -0.02595434        0.02276170
        1.98329390       -0.02409870        0.02880433
        1.81457318       -0.02253753        0.03610197
        1.67263795       -0.02122414        0.04476833
        1.55323594       -0.02011926        0.05489186
        1.45278974       -0.01918980        0.06654698
        1.36828974       -0.01840792        0.07979688
        1.29720411       -0.01775019        0.09471434
        1.23740303       -0.01719690        0.11138842
        1.18709494       -0.01673147        0.12997638
        1.14477287       -0.01633994        0.15083091
        1.10916923       -0.01601058        0.17404676
        1.07921791       -0.01573341        0.19994322
        1.05402249       -0.01550055        0.23493628
        1.03282349       -0.01530678        0.26168308
        1.01500168       -0.01512705        0.32186498
        1.00104309       -0.01498541        0.35173601
        0.98704117       -0.01679844        0.30071895
        0.97199136       -0.01873052        0.25402196
        0.95679746       -0.02062877        0.21265281
        0.94133610       -0.02252339        0.17897661
        0.92561709       -0.02441329        0.14848670
        0.90965349       -0.02629492        0.12231828
        0.89345412       -0.02816698        0.09793985
        0.87702780       -0.03002629        0.07610979
        0.86038482       -0.03187256        0.05528889
        0.84353392       -0.03370343        0.03588799
        0.82648431       -0.03551694        0.01718957
        0.80924691       -0.03730985       -0.00053544
        0.79183223       -0.03908128       -0.01782858
        0.77424960       -0.04082940       -0.03459095
        0.75650872       -0.04255204       -0.05110568
        0.73861939       -0.04424692       -0.06733065
        0.72059140       -0.04591164       -0.08344624
        0.70243458       -0.04754366       -0.09945289
        0.68415876       -0.04914028       -0.11547360
        0.66577375       -0.05069867       -0.13152776
        0.64728937       -0.05221581       -0.14770255
        0.62871543       -0.05368851       -0.16402822
        0.61006174       -0.05511335       -0.18056552
        0.59133811       -0.05648673       -0.19733522
        0.57255437       -0.05780481       -0.21439779
        0.55372033       -0.05906351       -0.23183401
        0.53484582       -0.06025850       -0.24965510
        0.51594065       -0.06138520       -0.26760302
        0.49701466       -0.06243876       -0.28548543
        0.47807766       -0.06341403       -0.30418453
        0.45913950       -0.06430561       -0.32546822
        0.44020999       -0.06510776       -0.34823881
        0.42129895       -0.06581443       -0.36531942
        0.40241622       -0.06641924       -0.36879027
        0.38357148       -0.06691545       -0.36452645
        0.36477475       -0.06729532       -0.38691953
        0.34603598       -0.06755215       -0.47768161
        0.32736479       -0.06767801       -0.59305622
        0.30877072       -0.06766445       -0.64534670
