0	1.08567325
0.00060227	0.95091108
0.00240764	0.71544518
0.00541174	0.44501522
0.00960736	0.1951582
0.01498437	-0.00813984
0.02152983	-0.16712007
0.02922797	-0.29749795
0.03806023	-0.40470243
0.04800535	-0.48903842
0.05903937	-0.5560296
0.07113569	-0.61552017
0.08426519	-0.67032331
0.09839623	-0.71780099
0.11349477	-0.75747067
0.12952444	-0.79370336
0.14644661	-0.82784923
0.16422052	-0.85774018
0.18199444	-0.8836513
0.19976835	-0.90711577
0.21761554	-0.92855903
0.23560107	-0.9481995
0.25371504	-0.96604218
0.27194755	-0.9823177
0.29028871	-0.99703597
0.30872863	-1.01055657
0.32725741	-1.02267844
0.34586516	-1.03380353
0.36454197	-1.04372668
0.38327796	-1.05305303
0.40206323	-1.06123051
0.42088789	-1.0689487
0.43974203	-1.07545576
0.45861577	-1.08179228
0.47749921	-1.08691717
0.49638246	-1.09223328
0.51525561	-1.09587781
0.53410879	-1.10040088
0.55293207	-1.10427257
0.57171559	-1.10349217
0.59044944	-1.11174563
0.60912372	-1.01913733
0.62772854	-0.47072161
0.646254	-0.01199047
0.66469022	-0.0047645
0.68302729	-0.00945772
0.70125532	-0.00879315
0.71936441	-0.00471931
0.73734468	0.00082005
0.75518622	0.00803423
0.77287913	0.01691912
0.79041354	0.02712544
0.80777953	0.03875694
0.82496722	0.05156979
0.84196671	0.0659826
0.8587681	0.08160064
0.8753615	0.09903133
0.89173702	0.11778804
0.90788476	0.13932628
0.92379482	0.16287235
0.93945731	0.19095444
0.95486233	0.22325672
0.97	0.26580076
0.985	0.32251462
1	0.39821058
