1	0.40998404
0.985	0.32184431
0.97	0.25991042
0.95486233	0.21313748
0.93945731	0.17784272
0.92379482	0.14690269
0.90788476	0.12055921
0.89173702	0.09613867
0.8753615	0.07429616
0.8587681	0.05347692
0.84196671	0.03404993
0.82496722	0.01534216
0.80777953	-0.00236876
0.79041354	-0.01965061
0.77287913	-0.03641455
0.75518622	-0.05293641
0.73734468	-0.06917478
0.71936441	-0.08530956
0.70125532	-0.10134214
0.68302729	-0.11739582
0.66469022	-0.13349047
0.646254	-0.14971369
0.62772854	-0.16609604
0.60912372	-0.18269864
0.59044944	-0.19954254
0.57171559	-0.2166886
0.55293207	-0.23421813
0.53410879	-0.2521432
0.51525561	-0.27020635
0.49638246	-0.28821352
0.47749921	-0.30704463
0.45861577	-0.32847405
0.43974203	-0.35141219
0.42088789	-0.36868024
0.40206323	-0.37234285
0.38327796	-0.36819951
0.36454197	-0.39061261
0.34586516	-0.48160879
0.32725741	-0.5976665
0.30872863	-0.65051293
0.29028871	-0.64535501
0.27194755	-0.62826543
0.25371504	-0.61261448
0.23560107	-0.59803374
0.21761554	-0.58173277
0.19976835	-0.56194008
0.18199444	-0.53829319
0.16422052	-0.51084714
0.14644661	-0.47860656
0.12952444	-0.44072315
0.11349477	-0.39961579
0.09839623	-0.35550736
0.08426519	-0.3039578
0.07113569	-0.24319861
0.05903937	-0.17498798
0.04800535	-0.09871581
0.03806023	-0.00747772
0.02922797	0.10381665
0.02152983	0.23569275
0.01498437	0.39001055
0.00960736	0.57318621
0.00541174	0.77736726
0.00240764	0.9669662
0.00060227	1.08715331
0	1.08567325

